Airline,Source,Destination,Total_Stops,Price,Duration(minute),Month_of_Journey,Day_of_Journey,Season,Time_of_Day,Flight_Duration_Category,Dep_Hour,Arr_Hour,Dep_Minute,Arr_Minute
6,2,1,1,10197.0,615,5,27,0,2,0,9,19,0,15
1,0,2,0,6961.0,165,6,12,1,2,2,10,12,0,45
6,2,1,1,17493.0,480,3,3,0,0,1,13,21,0,0
6,2,1,1,13587.0,835,6,6,1,2,0,7,21,5,0
4,2,1,1,10262.0,745,6,6,1,0,0,16,4,0,25
1,3,0,2,15107.0,1105,5,21,0,0,0,14,8,30,55
10,3,0,1,8452.0,1065,5,15,0,0,0,17,10,0,45
1,4,3,0,3100.0,80,6,21,1,3,2,21,22,5,25
3,0,2,0,4823.0,175,5,24,0,2,2,7,10,10,5
0,0,2,0,4483.0,170,4,21,0,3,2,23,2,55,45
1,3,0,2,13243.0,920,5,18,0,2,0,10,1,0,20
3,2,1,1,5684.0,845,6,27,1,2,0,11,1,25,30
4,4,3,0,3205.0,90,4,3,0,2,2,10,11,20,50
4,2,1,1,10262.0,1105,6,15,1,2,0,10,4,0,25
3,0,2,0,4823.0,170,5,21,0,1,2,20,22,0,50
4,2,1,1,15554.0,360,5,9,0,0,1,13,19,0,0
3,0,2,0,3943.0,170,6,27,1,3,2,4,6,0,50
10,4,3,1,12080.0,745,3,12,0,2,0,7,19,30,55
0,0,2,0,3383.0,170,5,27,0,3,2,23,2,55,45
8,4,3,0,2437.0,80,3,18,0,3,2,5,7,45,5
8,4,3,0,1965.0,90,6,1,1,3,2,22,0,45,15
4,0,5,1,7832.0,695,3,21,0,3,0,22,10,50,25
3,2,1,1,6442.0,560,6,9,1,2,1,6,16,50,10
1,3,0,2,12723.0,1625,5,15,0,3,0,5,8,50,55
4,0,2,0,8016.0,175,6,12,1,0,2,15,18,15,10
4,2,1,2,10199.0,910,6,24,1,3,0,21,12,25,35
10,3,0,1,10842.0,1395,3,24,0,2,0,9,9,55,10
6,2,1,1,7005.0,490,6,12,1,0,1,12,21,50,0
0,3,0,0,4409.0,155,5,3,0,2,2,10,12,20,55
4,3,0,1,13364.0,730,4,1,0,3,0,21,9,10,20
6,2,1,1,13377.0,570,6,27,1,0,1,16,1,0,30
4,2,1,1,10262.0,395,6,9,1,3,1,21,4,50,25
4,3,0,1,10844.0,425,5,18,0,0,1,16,23,30,35
4,3,0,1,14571.0,590,5,24,0,2,1,6,16,30,20
4,2,1,2,19329.0,1925,3,9,0,2,0,10,18,45,50
1,0,5,1,4943.0,895,3,21,0,2,0,8,23,15,10
4,2,1,2,15129.0,560,5,18,0,2,1,9,19,40,0
4,3,0,1,10539.0,1500,6,6,1,0,0,17,18,0,0
4,3,0,1,10031.0,1525,3,24,0,3,0,21,22,10,35
6,2,1,1,9140.0,465,5,24,0,0,1,17,1,45,30
0,3,0,0,4409.0,150,4,27,0,3,2,22,1,50,20
3,0,2,0,3419.0,170,5,15,0,3,2,22,1,10,0
6,2,1,1,9646.0,385,5,15,0,2,1,9,16,45,10
4,3,0,1,13584.0,1690,5,9,0,0,0,14,18,5,15
1,2,1,2,11806.0,1600,5,21,0,3,0,5,7,0,40
2,2,1,1,4563.0,370,4,1,0,2,1,7,13,25,35
4,2,1,1,12898.0,395,6,27,1,3,1,21,4,50,25
10,2,1,0,6216.0,190,4,27,0,0,2,14,17,40,50
4,2,1,1,12898.0,925,5,21,0,0,0,13,4,0,25
4,2,1,1,10262.0,1210,6,9,1,3,0,22,19,50,0
1,0,5,0,12526.0,170,3,1,0,0,2,13,16,20,10
1,2,1,1,11522.0,1535,3,6,0,3,0,5,6,15,50
4,4,3,0,5678.0,85,6,12,1,3,2,2,4,55,20
10,0,5,0,9918.0,160,3,9,0,2,2,11,14,30,10
4,3,0,1,14781.0,665,5,1,0,3,0,21,8,10,15
1,2,1,2,8026.0,2295,3,27,0,3,0,5,19,0,15
1,0,5,0,7276.0,170,3,24,0,0,2,13,16,20,10
4,3,0,1,7064.0,590,4,1,0,2,1,8,18,25,15
6,2,1,1,13062.0,480,3,21,0,0,1,13,21,0,0
6,2,1,1,12537.0,570,3,27,0,2,1,11,21,30,0
4,0,5,1,21934.0,350,3,15,0,1,1,18,0,55,45
4,2,1,1,10262.0,360,6,24,1,0,1,13,19,0,0
10,0,2,0,4878.0,155,6,3,1,0,2,17,19,0,35
4,2,1,1,14714.0,300,6,15,1,0,2,14,19,0,0
4,0,5,1,9134.0,495,3,15,0,2,1,7,15,0,15
3,0,2,0,4823.0,180,4,1,0,0,2,16,19,55,55
6,2,1,1,6093.0,540,6,27,1,2,1,7,16,10,10
8,1,4,0,3597.0,135,6,3,1,2,2,8,10,20,35
6,2,1,1,13727.0,420,5,9,0,0,1,14,21,0,0
3,3,0,0,4174.0,155,4,1,0,2,2,11,14,30,5
4,2,1,1,10262.0,450,6,27,1,2,1,11,19,30,0
6,2,1,1,11789.0,520,6,6,1,2,1,10,19,20,0
4,3,0,1,8586.0,800,5,1,0,1,0,18,8,55,15
1,0,5,3,13081.0,1620,3,1,0,3,0,5,8,50,50
4,3,0,1,9314.0,1630,5,1,0,1,0,20,23,25,35
4,4,3,0,5678.0,90,6,21,1,1,2,19,21,35,5
4,2,1,1,11924.0,540,5,27,0,2,1,10,19,0,0
4,3,0,1,12692.0,1630,6,9,1,1,0,20,23,25,35
4,0,2,0,6478.0,185,6,24,1,1,2,18,22,55,0
3,3,0,1,4226.0,240,5,15,0,2,2,6,10,20,20
3,2,1,1,11532.0,355,3,9,0,3,1,2,8,35,30
1,1,4,0,9340.0,135,3,6,0,2,2,11,13,40,55
4,2,1,2,10368.0,1375,6,12,1,3,0,5,4,30,25
4,3,0,1,13626.0,400,6,12,1,0,1,14,20,5,45
4,3,0,1,9663.0,330,5,24,0,2,1,6,12,30,0
4,2,1,2,16389.0,1380,3,6,0,3,0,5,4,25,25
6,2,1,1,10197.0,910,5,18,0,3,0,3,19,50,0
4,3,0,1,7594.0,450,6,12,1,3,1,21,4,10,40
4,0,5,1,13817.0,840,3,12,0,3,0,21,11,25,25
4,0,2,0,7229.0,180,4,15,0,0,2,17,20,45,45
0,0,2,0,4282.0,170,5,15,0,3,2,4,7,55,45
4,2,1,2,13292.0,1130,6,12,1,2,0,9,4,35,25
4,2,1,2,13764.0,1025,6,27,1,1,0,19,12,30,35
4,3,0,1,12681.0,1285,4,1,0,1,0,18,16,55,20
4,0,2,0,5198.0,175,5,12,0,2,2,11,14,10,5
6,2,1,1,12615.0,735,3,9,0,2,0,7,19,30,45
3,3,0,0,5644.0,155,4,21,0,2,2,11,14,30,5
4,0,5,1,11087.0,860,3,12,0,3,0,22,13,55,15
8,4,3,0,2227.0,90,5,3,0,3,2,22,0,45,15
4,0,2,0,8016.0,180,6,18,1,1,2,19,22,50,50
8,0,2,0,4885.0,170,5,9,0,2,2,9,12,30,20
3,3,0,0,4174.0,165,4,1,0,2,2,9,12,35,20
0,3,0,1,5162.0,220,5,9,0,2,2,6,10,50,30
4,2,1,1,10262.0,360,6,27,1,0,1,13,19,0,0
3,4,3,0,4049.0,90,6,18,1,2,2,9,10,15,45
1,2,1,1,8372.0,1515,5,27,0,1,0,18,19,0,15
3,0,2,0,3419.0,175,6,12,1,3,2,0,3,30,25
3,2,1,1,5073.0,265,3,27,0,2,2,7,12,35,0
3,2,1,1,6069.0,300,6,6,1,0,2,16,21,0,0
3,2,1,1,9709.0,425,3,21,0,2,1,8,15,25,30
4,2,1,2,13014.0,1615,6,12,1,2,0,9,12,40,35
4,2,1,2,13029.0,560,5,18,0,2,1,9,19,40,0
6,2,1,1,13937.0,780,5,15,0,2,0,8,21,0,0
8,2,1,1,11349.0,360,3,3,0,0,1,15,21,55,55
8,1,4,0,3597.0,135,6,9,1,2,2,9,12,45,0
4,3,0,1,14388.0,1485,5,6,0,1,0,20,20,0,45
4,0,5,1,11087.0,1585,3,9,0,2,0,8,10,0,25
4,3,0,1,9663.0,1155,5,1,0,0,0,14,9,5,20
3,0,2,0,3943.0,170,6,6,1,3,2,4,6,0,50
1,0,5,1,8845.0,920,3,15,0,3,0,22,13,0,20
1,3,0,1,12173.0,960,3,24,0,1,0,20,12,30,30
4,2,1,1,10262.0,885,6,9,1,3,0,21,12,50,35
6,2,1,1,7242.0,385,3,21,0,2,1,9,16,45,10
3,0,5,1,7708.0,300,3,21,0,0,2,14,19,25,25
4,4,3,0,8040.0,90,6,21,1,2,2,8,10,45,15
8,1,4,0,3597.0,135,5,12,0,2,2,8,10,20,35
8,3,0,0,3841.0,150,5,27,0,0,2,17,19,10,40
1,3,0,1,10203.0,1615,5,15,0,0,0,17,20,30,25
3,2,1,1,7173.0,345,4,27,0,3,1,2,7,0,45
8,4,3,0,1965.0,90,6,9,1,3,2,22,0,45,15
3,2,1,1,5054.0,305,6,6,1,1,1,20,1,25,30
4,0,5,1,27992.0,935,3,1,0,3,0,5,21,45,20
4,3,0,1,7341.0,1500,5,9,0,0,0,17,18,0,0
8,0,2,0,3919.0,170,6,3,1,2,2,9,12,30,20
4,2,1,1,12242.0,800,3,27,0,0,0,15,4,5,25
4,3,0,1,13067.0,1730,5,18,0,2,0,9,14,35,25
4,2,1,2,18804.0,440,6,24,1,2,1,11,19,40,0
0,3,0,0,5645.0,150,4,21,0,3,2,22,1,50,20
3,1,4,0,3597.0,140,6,24,1,1,2,19,21,35,55
6,2,1,1,13587.0,570,6,9,1,0,1,16,1,0,30
3,1,4,0,3597.0,140,6,21,1,0,2,13,15,15,35
1,2,1,1,8879.0,555,5,18,0,2,1,10,19,0,15
8,0,2,0,4319.0,160,4,21,0,3,2,5,8,55,35
1,4,3,0,2050.0,90,3,27,0,0,2,13,15,55,25
4,4,3,0,8040.0,85,6,3,1,2,2,7,8,5,30
4,3,0,1,13584.0,800,5,6,0,1,0,18,8,55,15
4,2,1,2,13014.0,535,6,6,1,1,1,19,4,30,25
10,3,0,1,9345.0,700,5,15,0,2,0,7,18,10,50
6,2,1,1,8266.0,795,6,6,1,2,0,6,19,0,15
4,4,3,0,5678.0,90,3,24,0,3,2,2,4,55,25
6,2,1,1,13377.0,750,6,12,1,0,0,13,1,0,30
10,3,0,1,9345.0,700,5,21,0,2,0,7,18,10,50
3,2,1,1,7191.0,415,5,15,0,1,1,18,1,35,30
6,2,1,1,7845.0,470,3,27,0,0,1,17,1,45,35
4,0,2,0,7229.0,175,5,21,0,2,2,11,14,10,5
1,0,5,1,10981.0,950,3,1,0,0,0,17,8,0,50
4,3,0,1,14178.0,875,6,9,1,0,0,14,4,5,40
3,2,1,1,8784.0,810,3,21,0,2,0,7,21,30,0
4,3,0,1,13941.0,520,5,12,0,1,1,20,4,0,40
4,3,0,1,13067.0,1365,5,21,0,1,0,20,19,25,10
4,4,3,0,4995.0,90,6,27,1,2,2,10,11,20,50
1,2,1,2,12488.0,1485,6,3,1,1,0,18,19,30,15
0,3,0,1,7870.0,955,6,9,1,2,0,7,23,35,30
1,2,1,0,6094.0,170,5,12,0,3,2,5,8,10,0
4,3,0,1,5608.0,435,6,12,1,2,1,10,17,20,35
2,2,1,1,6112.0,350,3,3,0,2,1,7,13,30,20
4,0,5,1,16736.0,920,3,6,0,0,0,16,8,55,15
10,3,0,1,8452.0,865,6,12,1,1,0,20,10,20,45
4,3,0,1,9314.0,1285,5,9,0,0,0,17,14,0,25
3,1,4,0,3850.0,140,5,21,0,2,2,7,10,55,15
4,2,1,1,5963.0,520,3,21,0,1,1,19,4,45,25
1,2,1,2,9968.0,2295,5,21,0,3,0,5,19,0,15
4,2,1,0,9564.0,195,5,18,0,2,2,11,14,0,15
3,2,1,2,6610.0,880,3,6,0,2,0,6,21,40,20
3,0,5,1,5226.0,295,3,9,0,0,2,15,20,40,35
4,3,0,1,14231.0,745,3,24,0,1,0,19,8,45,10
4,2,1,2,13376.0,1320,6,15,1,0,0,14,12,35,35
3,2,1,1,6674.0,940,5,27,0,2,0,6,22,50,30
6,2,1,1,7408.0,780,6,15,1,2,0,8,21,0,0
1,3,0,2,15170.0,1385,5,24,0,2,0,9,8,50,55
3,1,4,0,3597.0,140,6,1,1,1,2,19,21,35,55
1,0,5,2,12778.0,1010,3,12,0,0,0,17,10,25,15
4,0,2,0,7229.0,180,6,9,1,0,2,17,20,45,45
4,0,2,0,8016.0,180,6,15,1,2,2,8,11,20,20
3,3,0,0,4804.0,155,5,27,0,3,2,22,0,15,50
4,0,2,0,8016.0,180,6,21,1,2,2,8,11,20,20
0,3,0,0,5645.0,155,6,9,1,2,2,10,12,20,55
4,0,5,1,22270.0,365,3,9,0,1,1,18,0,40,45
4,3,0,1,14151.0,575,6,6,1,2,1,9,19,35,10
4,2,1,1,5406.0,330,4,6,0,2,1,7,12,5,35
1,3,0,1,5567.0,965,3,24,0,1,0,19,11,0,5
3,2,1,1,6171.0,675,3,27,0,3,0,4,16,55,10
8,0,2,0,4423.0,160,6,15,1,3,2,5,8,55,35
4,2,1,1,5177.0,825,4,6,0,3,0,22,12,50,35
6,2,1,1,6795.0,465,6,12,1,0,1,17,1,45,30
8,0,2,0,3625.0,170,5,27,0,2,2,9,12,30,20
4,2,1,1,12373.0,1355,5,18,0,0,0,14,12,0,35
8,3,0,1,4963.0,315,5,9,0,0,1,15,20,5,20
3,4,3,0,2227.0,90,5,27,0,3,2,21,22,20,50
6,2,1,1,11200.0,630,6,27,1,2,0,8,19,30,0
1,2,1,1,7174.0,320,5,9,0,0,1,17,23,40,0
1,2,1,2,13748.0,2240,3,3,0,3,0,5,19,55,15
6,2,1,1,9856.0,925,5,27,0,2,0,7,22,5,30
1,3,0,2,15170.0,1185,5,18,0,0,0,16,12,45,30
3,2,1,1,6442.0,895,6,1,1,2,0,7,22,35,30
4,2,1,1,12898.0,1530,5,27,0,0,0,17,19,30,0
4,0,2,0,7229.0,180,6,1,1,2,2,8,11,20,20
4,3,0,1,10703.0,1480,5,12,0,1,0,20,21,25,5
3,1,4,0,6297.0,135,3,9,0,0,2,13,15,20,35
4,3,0,1,9314.0,1295,5,6,0,1,0,20,18,25,0
10,0,5,0,6138.0,165,3,15,0,2,2,9,12,50,35
3,2,1,1,6838.0,705,6,24,1,2,0,9,21,15,0
5,2,1,2,52285.0,500,3,6,0,1,1,20,4,5,25
6,2,1,1,13377.0,690,6,9,1,0,0,14,1,0,30
1,2,1,2,10975.0,1420,5,18,0,2,0,9,9,45,25
4,0,5,1,13817.0,935,3,12,0,3,0,5,21,45,20
1,2,1,1,7532.0,1640,3,21,0,2,0,6,9,5,25
6,2,1,1,10197.0,910,5,15,0,3,0,3,19,50,0
4,3,0,1,9663.0,520,6,9,1,1,1,20,4,0,40
6,2,1,1,13727.0,480,5,15,0,0,1,13,21,0,0
3,2,1,1,8330.0,845,5,9,0,2,0,11,1,25,30
3,0,2,0,4823.0,175,5,21,0,2,2,7,10,10,5
3,2,1,1,6206.0,500,5,27,0,0,1,17,1,10,30
6,2,1,1,10877.0,455,6,6,1,2,1,11,19,25,0
4,0,5,1,13817.0,800,3,12,0,1,0,18,8,55,15
4,0,2,0,6478.0,180,6,27,1,2,2,8,11,20,20
1,2,1,2,8577.0,1115,4,9,0,0,0,13,7,5,40
4,2,1,1,16079.0,1270,5,21,0,3,0,21,19,50,0
6,2,1,1,15077.0,755,3,6,0,2,0,6,19,40,15
4,3,0,1,7064.0,945,4,1,0,0,0,16,8,30,15
4,3,0,1,9663.0,1090,5,21,0,0,0,14,8,5,15
1,2,1,2,11552.0,1305,3,6,0,3,0,21,19,30,15
4,2,1,1,10262.0,1325,6,12,1,1,0,20,19,55,0
8,2,1,1,5899.0,380,4,15,0,0,1,15,22,45,5
4,0,5,1,13817.0,930,3,12,0,1,0,18,10,55,25
10,3,0,1,8610.0,1440,5,1,0,1,0,20,20,20,20
4,2,1,1,12373.0,1165,5,9,0,2,0,9,4,0,25
8,2,1,1,5673.0,295,5,27,0,0,2,17,22,55,50
10,3,0,1,7927.0,1350,4,1,0,1,0,20,18,20,50
4,2,1,1,10262.0,1005,6,24,1,3,0,2,19,15,0
4,2,1,1,12373.0,1225,5,9,0,2,0,8,4,0,25
1,0,5,1,12704.0,1595,3,1,0,2,0,9,12,30,5
1,3,0,1,6612.0,1515,5,9,0,0,0,12,13,0,15
3,0,2,0,4823.0,175,6,9,1,1,2,18,21,55,50
4,2,1,1,10262.0,540,6,3,1,2,1,10,19,0,0
3,2,1,1,6388.0,310,3,21,0,2,1,7,12,20,30
2,0,2,0,3898.0,175,5,12,0,2,2,7,10,45,40
4,2,1,1,5177.0,450,4,6,0,2,1,11,19,30,0
4,3,0,1,10844.0,1485,6,9,1,1,0,20,20,0,45
3,0,2,0,4077.0,170,6,1,1,3,2,0,3,25,15
4,3,0,1,14231.0,980,3,24,0,0,0,16,9,55,15
1,0,5,2,13250.0,875,3,12,0,2,0,8,23,50,25
4,0,5,1,13817.0,860,3,12,0,2,0,7,21,0,20
8,0,5,0,6205.0,170,3,9,0,1,2,20,23,30,20
4,2,1,2,12819.0,810,6,27,1,3,0,23,12,5,35
3,0,2,0,4591.0,170,4,15,0,0,2,13,15,0,50
8,3,0,0,3841.0,155,6,27,1,2,2,6,9,55,30
8,1,4,0,3597.0,140,6,9,1,0,2,17,20,45,5
3,3,0,0,4174.0,155,4,3,0,3,2,4,7,40,15
10,2,1,0,6216.0,190,5,27,0,2,2,6,9,0,10
4,3,0,1,10624.0,1500,5,9,0,0,0,17,18,0,0
0,2,1,1,6152.0,870,6,24,1,2,0,7,22,55,25
3,2,1,1,6937.0,305,3,9,0,1,1,20,1,30,35
1,2,1,1,8792.0,1575,6,1,1,0,0,17,19,0,15
6,2,1,1,7005.0,490,5,27,0,0,1,12,21,50,0
4,4,3,0,5678.0,85,6,6,1,3,2,2,4,55,20
1,0,5,1,7013.0,1490,3,15,0,2,0,10,11,30,20
4,2,1,1,16079.0,1680,5,21,0,0,0,15,19,0,0
4,3,0,1,10539.0,505,6,6,1,2,1,9,18,35,0
4,3,0,1,11841.0,425,5,6,0,0,1,16,23,30,35
3,0,5,1,10509.0,300,3,15,0,1,2,19,0,35,35
3,1,4,0,3597.0,140,6,3,1,0,2,13,15,15,35
1,3,0,2,15532.0,1700,5,1,0,2,0,9,13,25,45
6,2,1,1,14086.0,850,3,9,0,2,0,6,21,50,0
6,2,1,1,5883.0,465,3,27,0,0,1,14,22,35,20
6,2,1,1,7618.0,840,6,3,1,2,0,7,21,0,0
4,3,0,1,9314.0,1500,5,1,0,0,0,17,18,0,0
4,3,0,1,13994.0,690,6,9,1,2,0,9,21,35,5
3,2,1,1,5073.0,275,4,27,0,2,2,7,12,35,10
0,0,5,0,3383.0,165,3,24,0,2,2,11,13,10,55
6,2,1,1,16108.0,615,6,1,1,2,0,9,19,0,15
6,2,1,1,6795.0,910,5,27,0,2,0,10,1,20,30
4,3,0,1,12681.0,730,4,1,0,0,0,16,4,30,40
4,2,1,1,10262.0,1295,6,12,1,0,0,15,12,0,35
10,3,0,1,8820.0,1550,6,6,1,0,0,17,18,0,50
4,0,5,1,10037.0,390,3,9,0,3,1,5,12,50,20
6,2,1,1,11789.0,395,6,12,1,2,1,6,12,0,35
2,2,1,1,7378.0,540,5,15,0,2,1,10,19,35,35
3,0,2,0,4823.0,175,5,24,0,1,2,18,21,55,50
4,0,2,0,6478.0,180,6,24,1,1,2,19,22,50,50
4,2,1,2,13014.0,1125,6,1,1,2,0,9,4,40,25
4,3,0,1,10844.0,365,5,24,0,0,1,16,22,30,35
6,2,1,1,7408.0,780,6,27,1,2,0,8,21,0,0
6,2,1,1,9646.0,545,6,27,1,2,1,7,16,5,10
8,1,4,0,3597.0,140,5,6,0,0,2,17,20,45,5
8,3,0,0,3873.0,150,6,27,1,0,2,17,19,10,40
2,2,1,1,7870.0,310,6,27,1,0,1,14,19,25,35
4,2,1,2,13344.0,425,6,27,1,3,1,5,12,30,35
1,4,3,0,3100.0,75,6,12,1,1,2,19,20,30,45
1,0,5,0,4441.0,170,3,18,0,3,2,21,23,5,55
3,2,1,1,6171.0,425,3,27,0,3,1,4,12,55,0
4,3,0,1,10953.0,870,5,9,0,1,0,20,10,25,55
1,3,0,2,14214.0,1105,5,9,0,0,0,14,8,30,55
3,2,1,1,6093.0,810,6,24,1,2,0,7,21,30,0
1,2,1,2,12436.0,1820,6,24,1,0,0,12,19,55,15
4,2,1,2,15129.0,1775,5,18,0,0,0,13,19,25,0
6,2,1,1,13259.0,395,6,3,1,2,1,6,12,0,35
1,3,0,2,15170.0,1600,5,24,0,2,0,9,12,50,30
4,3,0,1,14781.0,365,5,21,0,0,1,16,22,30,35
3,2,1,1,6206.0,845,6,1,1,2,0,11,1,25,30
8,3,0,0,3841.0,150,5,9,0,0,2,17,19,10,40
4,2,1,1,14714.0,450,6,15,1,2,1,11,19,30,0
3,2,1,1,6093.0,965,6,9,1,3,0,4,21,55,0
4,0,2,0,8016.0,175,6,9,1,2,2,11,14,10,5
1,2,1,1,5117.0,1640,3,27,0,2,0,6,9,5,25
4,3,0,1,8586.0,1215,5,1,0,2,0,8,4,25,40
3,2,1,1,13611.0,635,3,9,0,0,0,15,1,0,35
3,2,1,1,6704.0,380,5,9,0,0,1,16,22,10,30
3,3,0,1,4226.0,240,5,9,0,2,2,6,10,20,20
1,0,2,0,4651.0,165,4,6,0,0,2,17,19,0,45
8,3,0,0,3873.0,140,5,27,0,3,2,22,0,20,40
2,0,5,0,7222.0,175,3,3,0,1,2,20,23,55,50
6,2,1,1,13727.0,570,5,15,0,2,1,11,21,30,0
3,2,1,1,10141.0,380,3,27,0,2,1,9,15,10,30
8,0,2,0,3625.0,175,4,24,0,3,2,21,0,10,5
3,2,1,1,6442.0,515,4,15,0,2,1,7,16,35,10
4,0,2,0,7229.0,180,5,6,0,0,2,17,20,45,45
0,2,1,1,6752.0,830,6,24,1,0,0,16,6,45,35
4,3,0,1,13759.0,1260,3,24,0,3,0,21,18,10,10
1,4,3,1,14408.0,1465,3,6,0,0,0,12,12,0,25
1,2,1,2,13381.0,1380,6,9,1,1,0,20,19,15,15
10,3,0,1,9135.0,1640,4,1,0,0,0,17,20,0,20
3,3,0,1,6218.0,325,5,15,0,1,1,18,23,5,30
8,3,0,0,4174.0,145,4,27,0,2,2,9,11,0,25
1,3,0,1,6117.0,965,6,6,1,1,0,19,11,0,5
4,3,0,1,10703.0,690,5,15,0,2,0,9,21,35,5
4,3,0,1,12692.0,1450,6,12,1,2,0,9,9,35,45
4,3,0,1,10539.0,1075,6,6,1,0,0,17,10,0,55
4,3,0,1,11134.0,345,3,24,0,0,1,13,19,55,40
3,0,5,0,4777.0,175,3,24,0,3,2,21,0,20,15
4,2,1,1,12373.0,1505,5,18,0,2,0,11,12,30,35
6,2,1,2,11966.0,495,3,3,0,0,1,13,21,5,20
3,1,4,0,5277.0,140,5,15,0,3,2,22,0,5,25
4,2,1,1,14714.0,300,6,6,1,0,2,14,19,0,0
3,0,5,0,6144.0,170,3,9,0,3,2,22,1,20,10
1,0,2,0,5911.0,170,4,1,0,0,2,13,16,20,10
10,4,3,1,12080.0,1450,3,12,0,1,0,19,19,45,55
3,0,2,0,4423.0,170,4,6,0,2,2,10,13,30,20
6,2,1,1,7618.0,720,5,27,0,2,0,9,21,0,0
0,0,2,0,3383.0,165,5,27,0,2,2,11,13,10,55
6,2,1,1,7670.0,900,5,18,0,2,0,6,21,0,0
3,3,0,0,4804.0,155,5,15,0,3,2,4,7,40,15
4,0,5,1,11087.0,1310,3,12,0,1,0,20,18,35,25
4,0,2,0,7229.0,175,4,18,0,2,2,11,14,10,5
8,1,4,0,7050.0,135,3,3,0,2,2,8,10,20,35
4,3,0,1,12681.0,1335,4,1,0,1,0,20,18,0,15
8,2,1,1,4098.0,270,4,3,0,2,2,8,13,45,15
8,1,4,0,3543.0,135,5,12,0,2,2,9,12,45,0
4,3,0,1,14151.0,1295,5,21,0,1,0,20,18,25,0
4,3,0,1,13339.0,965,3,24,0,2,0,6,22,30,35
4,3,0,1,9663.0,890,5,24,0,3,0,21,12,10,0
4,2,1,1,12898.0,1015,5,27,0,2,0,11,4,30,25
1,2,1,2,8603.0,435,6,3,1,0,1,12,19,0,15
4,3,0,1,13044.0,1170,6,12,1,0,0,16,12,30,0
8,3,0,0,4622.0,150,3,6,0,0,2,17,19,15,45
6,2,1,1,13062.0,420,3,21,0,0,1,14,21,0,0
6,2,1,1,11622.0,585,6,12,1,2,1,9,19,15,0
4,0,5,1,11087.0,1425,3,12,0,1,0,20,20,35,20
6,2,1,1,11789.0,520,6,15,1,2,1,10,19,20,0
4,3,0,1,9663.0,865,5,9,0,1,0,18,9,55,20
4,0,5,1,19225.0,435,3,6,0,2,1,8,16,55,10
6,2,1,1,5797.0,830,6,27,1,2,0,11,1,40,30
6,2,1,1,9526.0,385,6,1,1,0,1,12,19,50,15
4,0,2,0,7229.0,180,4,9,0,1,2,19,22,50,50
6,2,1,1,10877.0,630,4,9,0,2,0,8,19,30,0
1,0,5,2,13942.0,880,3,6,0,2,0,8,22,15,55
0,0,2,0,3383.0,165,5,9,0,2,2,11,13,10,55
4,2,1,1,10262.0,865,6,15,1,0,0,14,4,0,25
1,3,0,2,11201.0,875,5,24,0,3,0,5,20,50,25
4,2,1,1,10262.0,550,6,1,1,1,1,19,4,15,25
1,2,1,2,10231.0,1275,6,3,1,3,0,22,19,0,15
4,0,5,1,9134.0,1090,3,15,0,0,0,14,8,5,15
0,3,0,0,5645.0,155,5,18,0,2,2,10,12,20,55
4,2,1,1,14714.0,805,6,1,1,0,0,15,4,0,25
1,2,1,2,12646.0,1595,3,6,0,0,0,16,19,40,15
1,2,1,2,12173.0,500,6,3,1,2,1,10,19,55,15
3,4,3,0,2227.0,90,6,12,1,3,2,21,22,20,50
6,2,1,1,10529.0,690,5,6,0,2,0,7,19,30,0
4,2,1,0,7202.0,195,5,18,0,2,2,11,14,0,15
6,2,1,1,7886.0,720,5,27,0,2,0,9,21,0,0
8,4,3,0,2017.0,90,6,18,1,3,2,22,0,45,15
3,2,1,1,6171.0,665,4,27,0,3,0,5,16,5,10
4,4,3,0,4050.0,85,6,3,1,3,2,2,4,55,20
8,3,0,1,8479.0,435,5,9,0,2,1,11,18,35,50
0,0,2,0,4282.0,170,5,18,0,3,2,4,7,55,45
10,3,0,1,9345.0,1440,5,24,0,1,0,20,20,20,20
1,2,1,1,6587.0,1535,6,24,1,3,0,5,6,15,50
3,4,3,0,2754.0,95,5,3,0,1,2,20,21,5,40
8,0,2,0,3919.0,175,6,21,1,3,2,21,0,10,5
1,0,5,1,11654.0,410,3,3,0,2,1,9,16,30,20
2,0,2,0,4239.0,165,4,1,0,1,2,20,23,55,40
3,2,1,1,6674.0,560,5,27,0,2,1,6,16,50,10
6,2,1,1,7198.0,750,6,24,1,0,0,13,1,0,30
3,3,0,1,5930.0,315,6,12,1,3,1,21,2,0,15
4,0,2,0,7229.0,180,5,9,0,2,2,7,10,10,10
1,2,1,2,12488.0,1470,6,12,1,2,0,7,7,10,40
3,1,4,0,3540.0,145,6,9,1,3,2,5,7,15,40
4,3,0,1,8529.0,800,6,12,1,1,0,20,9,0,20
2,3,0,1,8855.0,455,5,24,0,0,1,16,0,40,15
4,3,0,1,14781.0,800,5,15,0,2,0,6,19,30,50
3,2,1,1,5684.0,500,6,27,1,0,1,17,1,10,30
4,2,1,2,13029.0,535,5,9,0,1,1,19,4,30,25
4,2,1,2,15129.0,1430,5,1,0,1,0,19,19,10,0
1,3,0,1,8576.0,545,6,9,1,2,1,9,18,25,30
4,0,5,1,11087.0,1590,3,9,0,2,0,8,11,55,25
4,4,3,0,5678.0,90,6,9,1,2,2,10,11,20,50
4,2,1,1,12557.0,610,3,21,0,1,0,18,4,15,25
3,1,4,0,3858.0,145,3,27,0,2,2,11,14,35,0
